,moderate_fog,MF_VAE
168,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2075X451_20200507_OH01_DG06_2_17_torchvision.jpg,0.081309948
169,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2075X451_20200507_OH01_DG06_2_31_torchvision.jpg,0.055288023
170,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2075X451_20200507_OH01_DG06_2_32_torchvision.jpg,0.038892205
171,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2075X451_20200507_OH01_DG06_2_33_torchvision.jpg,0.06941902
172,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2173X932_20200508_OH01_DG06_2_22_torchvision.jpg,0.02746073
173,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2174H163_20200512_OH01_DG06_2_6_torchvision.jpg,0.072263782
174,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2273A652_20200506_OH01_DG06_2_21_torchvision.jpg,0.054987946
175,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_1579C032_175_torchvision.jpg,0.032648138
176,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_1579D111_176_torchvision.jpg,0.033435758
177,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_1579H701_177_torchvision.jpg,0.071798925
178,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_1579X551_178_torchvision.jpg,0.054992985
179,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_1679H301_179_torchvision.jpg,0.057651149
180,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_1679S541_180_torchvision.jpg,0.02638955
181,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_1679Z341_181_torchvision.jpg,0.070952502
182,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_1679Z581_182_torchvision.jpg,0.023766377
183,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_1680Z272_183_torchvision.jpg,0.037416804
184,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_18792271_184_torchvision.jpg,0.067980411
185,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_1977E851_185_torchvision.jpg,0.071409569
186,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_1978G931_186_torchvision.jpg,0.022499285
187,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_1978H273_187_torchvision.jpg,0.077404153
188,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_1978H351_188_torchvision.jpg,0.060925985
189,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_1978Q813_189_torchvision.jpg,0.056358798
190,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_1978R512_190_torchvision.jpg,0.202926142
191,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_1978Y962_191_torchvision.jpg,0.026604219
192,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_1978Z452_192_torchvision.jpg,0.039215901
193,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2068X471_193_torchvision.jpg,0.052729917
194,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2078C171_194_torchvision.jpg,0.065775238
195,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2078H441_195_torchvision.jpg,0.06132586
196,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2078R041_196_torchvision.jpg,0.081009453
197,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2078R932_197_torchvision.jpg,0.024045261
198,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2078Y741_198_torchvision.jpg,0.072377312
199,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2079E353_199_torchvision.jpg,0.045728095
200,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2079R992_200_torchvision.jpg,0.043627494
201,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2079W642_201_torchvision.jpg,0.085644258
202,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2079X191_202_torchvision.jpg,0.109160025
203,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2079X731_203_torchvision.jpg,0.024135081
204,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2079X891_204_torchvision.jpg,0.04188882
205,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2080E752_205_torchvision.jpg,0.057659175
206,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2080H201_206_torchvision.jpg,0.090402368
207,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2080X442_207_torchvision.jpg,0.056277068
208,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2080X491_208_torchvision.jpg,0.062962211
209,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2080X623_209_torchvision.jpg,0.044867773
210,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2081H482_210_torchvision.jpg,0.131564319
211,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_21681512_211_torchvision.jpg,0.016542183
212,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_21683381_212_torchvision.jpg,0.063255464
213,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_21683593_213_torchvision.jpg,0.012395918
214,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2168Q362_214_torchvision.jpg,0.039173618
215,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2168Q751_215_torchvision.jpg,0.031889236
216,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2169S642_216_torchvision.jpg,0.070045942
217,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2171S981_217_torchvision.jpg,0.05802863
218,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2171Y184_218_torchvision.jpg,0.062692787
219,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2171Z541_219_torchvision.jpg,0.040303909
220,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2175E771_220_torchvision.jpg,0.049530149
221,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2175F051_221_torchvision.jpg,0.038514389
222,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2175F581_222_torchvision.jpg,0.051154698
223,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2175F902_223_torchvision.jpg,0.066620375
224,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2176E201_224_torchvision.jpg,0.113203768
225,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2176G121_225_torchvision.jpg,0.057692977
226,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2176Q791_226_torchvision.jpg,0.012323685
227,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2176Q791_227_torchvision.jpg,0.039858114
228,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2176W421_228_torchvision.jpg,0.084558706
229,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2176W803_229_torchvision.jpg,0.031650759
230,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2176W912_230_torchvision.jpg,0.037891985
231,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2176X122_231_torchvision.jpg,0.026288809
232,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2176Z412_232_torchvision.jpg,0.07801454
233,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2176Z561_233_torchvision.jpg,0.082422631
234,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_21771203_234_torchvision.jpg,0.031547992
235,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_21771861_235_torchvision.jpg,0.081161079
236,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2177P232_236_torchvision.jpg,0.075660813
237,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2177R382_237_torchvision.jpg,0.048077598
238,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2177Z611_238_torchvision.jpg,0.030362676
239,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2178Z921_239_torchvision.jpg,0.016562191
240,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2180D691_240_torchvision.jpg,0.068469004
241,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2181S751_241_torchvision.jpg,0.082868508
242,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2182Y522_242_torchvision.jpg,0.010172803
243,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2182Z271_243_torchvision.jpg,0.056453752
244,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2182Z551_244_torchvision.jpg,0.063635727
245,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2266B001_245_torchvision.jpg,0.016072044
246,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_22671862_246_torchvision.jpg,0.05131045
247,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2267F091_247_torchvision.jpg,0.046554935
248,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2267G412_248_torchvision.jpg,0.043486153
249,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_22682991_249_torchvision.jpg,0.055364541
250,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_22683991_250_torchvision.jpg,0.007623537
251,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2268F473_251_torchvision.jpg,0.046416043
252,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2268W191_252_torchvision.jpg,0.062206818
253,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2268X221_253_torchvision.jpg,0.01206169
254,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2268X895_254_torchvision.jpg,0.066568124
255,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2268Y481_255_torchvision.jpg,0.015511538
256,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2269D611_256_torchvision.jpg,0.042247134
257,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2269E181_257_torchvision.jpg,0.056592946
258,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2269F011_258_torchvision.jpg,0.044062561
259,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2269G091_259_torchvision.jpg,0.122720336
260,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_22702162_260_torchvision.jpg,0.081106894
261,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2270H831_261_torchvision.jpg,0.05996133
262,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2270S501_262_torchvision.jpg,0.042020304
263,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2271D423_263_torchvision.jpg,0.027627526
264,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2271G322_264_torchvision.jpg,0.076644128
265,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2271P641_265_torchvision.jpg,0.043521866
266,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2271Q021_266_torchvision.jpg,0.047613115
267,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2271Q031_267_torchvision.jpg,0.02963799
268,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2271W933_268_torchvision.jpg,0.014928021
269,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2271X902_269_torchvision.jpg,0.074477305
270,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2271Z911_270_torchvision.jpg,0.048535903
271,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2272H701_271_torchvision.jpg,0.025176831
272,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2272X161_272_torchvision.jpg,0.039838093
273,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2272X531_273_torchvision.jpg,0.044534268
274,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2273E292_274_torchvision.jpg,0.016389426
275,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2273E373_275_torchvision.jpg,0.05725578
276,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2273E613_276_torchvision.jpg,0.055637374
277,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2273E644_277_torchvision.jpg,0.004778766
278,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2273G921_278_torchvision.jpg,0.037601063
279,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2273H311_279_torchvision.jpg,0.045838172
280,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2273H321_280_torchvision.jpg,0.051612522
281,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2273H323_281_torchvision.jpg,0.059342935
282,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2273H414_282_torchvision.jpg,0.026197127
283,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2273X411_283_torchvision.jpg,0.120409284
284,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2273X442_284_torchvision.jpg,0.050956388
285,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2273X641_285_torchvision.jpg,0.068375328
286,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2273Z691_286_torchvision.jpg,0.088412121
287,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2273Z861_287_torchvision.jpg,0.019683447
288,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2273Z953_288_torchvision.jpg,0.053537413
289,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2274A851_289_torchvision.jpg,0.028497164
290,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2274B693_290_torchvision.jpg,0.097267636
291,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2274B861_291_torchvision.jpg,0.012472289
292,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2274B951_292_torchvision.jpg,0.124769498
293,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2274C521_293_torchvision.jpg,0.140184439
294,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2274C711_294_torchvision.jpg,0.043055956
295,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2274D051_295_torchvision.jpg,0.124844782
296,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2274E063_296_torchvision.jpg,0.048501126
297,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2274G192_297_torchvision.jpg,0.02862537
298,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2274G712_298_torchvision.jpg,0.064680099
299,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2274H202_299_torchvision.jpg,0.082581012
300,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2274H741_300_torchvision.jpg,0.087751262
301,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2274Q121_301_torchvision.jpg,0.045792413
302,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2274Q401_302_torchvision.jpg,0.163994277
303,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2274Q851_303_torchvision.jpg,0.059271698
304,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2274Q952_304_torchvision.jpg,0.02487998
305,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2274Q961_305_torchvision.jpg,0.023505492
306,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2274W692_306_torchvision.jpg,0.106255889
307,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2274Y083_307_torchvision.jpg,0.020382647
308,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275A121_308_torchvision.jpg,0.031899525
309,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275A736_309_torchvision.jpg,0.123170456
310,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275B023_310_torchvision.jpg,0.040047605
311,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275B111_311_torchvision.jpg,0.03332132
312,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275B972_312_torchvision.jpg,0.086927685
313,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275D501_313_torchvision.jpg,0.03580351
314,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275D502_314_torchvision.jpg,0.038503945
315,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275D513_315_torchvision.jpg,0.040350231
316,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275E033_316_torchvision.jpg,0.080490901
317,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275E097_317_torchvision.jpg,0.028384841
318,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275E122_318_torchvision.jpg,0.128524221
319,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275E151_319_torchvision.jpg,0.080790959
320,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275E273_320_torchvision.jpg,0.037604854
321,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275F142_321_torchvision.jpg,0.030412049
322,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275F241_322_torchvision.jpg,0.050586343
323,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275P311_323_torchvision.jpg,0.021594645
324,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275P831_324_torchvision.jpg,0.068853504
325,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275P931_325_torchvision.jpg,0.034046029
326,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275Q151_326_torchvision.jpg,0.048084843
327,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275Q396_327_torchvision.jpg,0.049503535
328,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275Q943_328_torchvision.jpg,0.044623826
329,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275R442_329_torchvision.jpg,0.083795419
330,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275S251_330_torchvision.jpg,0.028167313
331,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275W413_331_torchvision.jpg,0.070506902
332,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2276C464_332_torchvision.jpg,0.064811423
333,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2276C871_333_torchvision.jpg,0.189668718
334,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2276C961_334_torchvision.jpg,0.060923858
335,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2276D564_335_torchvision.jpg,0.03346525
336,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2276D734_336_torchvision.jpg,0.097226273
337,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2276E571_337_torchvision.jpg,0.048055383
338,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2276P041_338_torchvision.jpg,0.033137789
339,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2276Q801_339_torchvision.jpg,0.078321484
340,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2276S831_340_torchvision.jpg,0.043821043
341,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2276W041_341_torchvision.jpg,0.061375905
342,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2277A111_342_torchvision.jpg,0.069267194
343,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2277B023_343_torchvision.jpg,0.038588092
344,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2277F971_344_torchvision.jpg,0.05806831
345,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2277G901_345_torchvision.jpg,0.046245624
346,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2277Y402_346_torchvision.jpg,0.017845583
347,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2277Y994_347_torchvision.jpg,0.06693732
348,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2277Z161_348_torchvision.jpg,0.03700825
349,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2277Z171_349_torchvision.jpg,0.064491475
350,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2277Z221_350_torchvision.jpg,0.035242156
351,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2277Z391_351_torchvision.jpg,0.080981052
352,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2277Z471_352_torchvision.jpg,0.099393183
353,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2277Z491_353_torchvision.jpg,0.089332343
354,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2278P901_354_torchvision.jpg,0.012522967
355,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2278X322_355_torchvision.jpg,0.037479857
356,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2279P971_356_torchvision.jpg,0.062698885
357,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2280F331_357_torchvision.jpg,0.096163736
358,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2363S391_358_torchvision.jpg,0.005604655
359,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2364W003_359_torchvision.jpg,0.107715764
