,original,gen,PSNR,CS,CPL,SSIM,label
1566,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2079E353_199.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2079E353_199_torchvision.jpg,22.18168815,0.7198616,34.7445,0.884798325,Ok
1567,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2075X451_20200507_OH01_DG06_2_32.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\2075X451_20200507_OH01_DG06_2_32_torchvision.jpg,15.53713745,0.7161435,41.560913,0.83613587,Ok
1568,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1966F013_682.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\7815_1966F013_682_torchvision.jpg,19.84233605,0.89379585,13.713587,0.906551457,Ok
1569,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2074A826_727.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\7815_2074A826_727_torchvision.jpg,9.258539451,0.5021279,95.56758,0.748250805,Lost
1570,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2678B742_534.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2678B742_534_torchvision.jpg,17.85066141,0.8979659,19.480747,0.852727883,Ok
1571,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1778P951_20200514_OH01_DG06_2_13.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1778P951_20200514_OH01_DG06_2_13_torchvision.jpg,13.21821941,0.7831414,53.43551,0.775084591,Ok
1572,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2373A532_413.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\4520_2373A532_413_torchvision.jpg,7.710647324,0.096398965,57.57777,0.515110222,Lost
1573,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1672D911_624.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\7815_1672D911_624_torchvision.jpg,17.05888994,0.85451233,23.590002,0.856352082,Ok
1574,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2174X231_810.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\7815_2174X231_810_torchvision.jpg,16.21257274,0.5521579,102.44763,0.719029121,Lost
1575,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2580R821_519.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2580R821_519_torchvision.jpg,14.1904993,0.7887089,35.20266,0.767206345,Ok
1576,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_1679S541_180.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_1679S541_180_torchvision.jpg,20.70147476,0.77028316,36.788563,0.834392192,Ok
1577,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2176Z561_233.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\4520_2176Z561_233_torchvision.jpg,13.06158264,0.6818701,32.027943,0.821391478,Ok
1578,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2174W743_809.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\7815_2174W743_809_torchvision.jpg,14.12756774,0.3736396,59.46715,0.600764744,Lost
1579,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275S251_330.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2275S251_330_torchvision.jpg,23.44877188,0.9031648,13.913092,0.921198609,Ok
1580,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1673F901_626.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\7815_1673F901_626_torchvision.jpg,13.54609907,0.05296606,48.997147,0.549119616,Lost
1581,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1672D721_20200401_OH01_DG06_2_8.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1672D721_20200401_OH01_DG06_2_8_torchvision.jpg,10.56914083,0.50535816,37.47325,0.731186134,Lost
1582,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2273D281_844.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\7815_2273D281_844_torchvision.jpg,21.8061626,0.7777456,36.89083,0.90156954,Ok
1583,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2274B861_291.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2274B861_291_torchvision.jpg,8.685995185,0.07215077,123.94385,0.45987988,Lost
1584,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2174W552_808.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\7815_2174W552_808_torchvision.jpg,9.911939965,0.48432615,75.906815,0.602421224,Lost
1585,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2271W933_268.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2271W933_268_torchvision.jpg,12.58149756,0.4976148,42.85125,0.816368374,Lost
1586,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2374H642_427.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2374H642_427_torchvision.jpg,23.1484189,0.89441985,18.947042,0.903465812,Ok
1587,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1974F064_696.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\7815_1974F064_696_torchvision.jpg,22.22711968,0.72090334,35.174244,0.93057536,Ok
1588,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2268W191_252.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2268W191_252_torchvision.jpg,14.60997663,0.5574443,83.743774,0.82378253,Ok
1589,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2473P861_471.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_2473P861_471_torchvision.jpg,16.8869261,0.8912491,32.652584,0.773854844,Ok
1590,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2175Y551_832.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\7815_2175Y551_832_torchvision.jpg,10.38030973,0.15860692,71.161095,0.558330722,Lost
1591,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1674Z413_20200416_OH01_DG06_2_7.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\1674Z413_20200416_OH01_DG06_2_7_torchvision.jpg,10.13126634,0.05078336,88.63293,0.527070561,Lost
1592,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1874H221_670.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\7815_1874H221_670_torchvision.jpg,14.87547396,0.37333342,83.2324,0.681523841,Lost
1593,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1968B351_684.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\7815_1968B351_684_torchvision.jpg,13.43600504,0.41704458,95.16382,0.61943081,Lost
1594,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2270S501_262.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2270S501_262_torchvision.jpg,20.66928965,0.8928074,9.56218,0.927055384,Ok
1595,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4592_8098E631_597.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4592_8098E631_597_torchvision.jpg,17.45598133,0.5804976,75.103294,0.823394071,Lost
1596,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1472G501_601.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\7815_1472G501_601_torchvision.jpg,17.2411414,0.8880265,33.007988,0.849361477,Ok
1597,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2075Z801_773.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\7815_2075Z801_773_torchvision.jpg,22.81189081,0.87780285,29.925287,0.864581512,Ok
1598,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275W413_331.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2275W413_331_torchvision.jpg,12.94364039,0.57817537,42.29378,0.65455241,Ok
1599,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2571E271_500.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\4520_2571E271_500_torchvision.jpg,10.29574516,0.33441162,36.28613,0.749825849,Lost
1600,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2172S282_781.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\7815_2172S282_781_torchvision.jpg,12.47817831,0.08424416,58.142323,0.698949865,Lost
1601,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D022_20200512_OH01_DG06_2_3.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\2074D022_20200512_OH01_DG06_2_3_torchvision.jpg,18.18431678,0.5456253,49.116913,0.921886697,Lost
1602,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1778P951_20200514_OH01_DG06_2_14.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1778P951_20200514_OH01_DG06_2_14_torchvision.jpg,24.88682307,0.9141259,14.144365,0.946707073,Ok
1603,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_24683302_455.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_24683302_455_torchvision.jpg,15.6969247,0.76553166,37.54073,0.790759825,Ok
1604,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2480X551_491.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2480X551_491_torchvision.jpg,14.23006804,0.82897294,19.340412,0.830170142,Ok
1605,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_23682202_373.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_23682202_373_torchvision.jpg,11.11964461,0.4483243,58.300392,0.679791714,Ok
1606,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2373A532_413.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2373A532_413_torchvision.jpg,11.65153821,0.24546711,51.43966,0.764305796,Lost
1607,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2174Y963_814.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\7815_2174Y963_814_torchvision.jpg,14.15386101,0.30902815,65.5224,0.6490425,Lost
1608,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1974X882_20200513_OH01_DG06_2_3.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\1974X882_20200513_OH01_DG06_2_3_torchvision.jpg,20.95133988,0.82740426,36.278748,0.860880247,Ok
1609,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2278X322_355.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2278X322_355_torchvision.jpg,20.7652059,0.77952725,18.83511,0.926198876,Ok
1610,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2273E373_275.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2273E373_275_torchvision.jpg,9.076394034,0.07098794,79.72395,0.477457285,Lost
1611,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275B023_310.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2275B023_310_torchvision.jpg,13.26416243,0.44885567,110.82196,0.685013767,Lost
1612,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2365W722_363.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2365W722_363_torchvision.jpg,11.50965316,0.56985676,50.648983,0.719822273,Lost
1613,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074P871_20200512_OH01_DG06_2_4.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P871_20200512_OH01_DG06_2_4_torchvision.jpg,12.22881335,0.57946926,61.70388,0.744558532,Lost
1614,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1875D311_676.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\7815_1875D311_676_torchvision.jpg,12.53280512,0.69729686,30.598553,0.847400406,Ok
1615,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1770Q971_648.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\7815_1770Q971_648_torchvision.jpg,10.99952949,0.37236655,96.9166,0.619317776,Lost
1616,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074P282_20200512_OH01_DG06_2_30.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\2074P282_20200512_OH01_DG06_2_30_torchvision.jpg,9.754752637,0.05026496,82.53949,0.440912103,Lost
1617,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2174Y963_814.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\7815_2174Y963_814_torchvision.jpg,10.57964158,0.36503178,70.23332,0.607198853,Lost
1618,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2371S342_394.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2371S342_394_torchvision.jpg,21.47740473,0.8207751,33.03277,0.869769891,Ok
1619,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2569P022_495.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\4520_2569P022_495_torchvision.jpg,7.637622712,0.043699905,53.349415,0.509903769,Lost
1620,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1771Y901_652.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\7815_1771Y901_652_torchvision.jpg,24.99314485,0.9248527,9.213005,0.944114468,Ok
1621,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2175X524_831.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\7815_2175X524_831_torchvision.jpg,17.27705814,0.25362483,127.201965,0.570163409,Lost
1622,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2573A082_503.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2573A082_503_torchvision.jpg,18.29642913,0.9057906,22.255915,0.875172193,Ok
1623,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2364W042_360.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\4520_2364W042_360_torchvision.jpg,6.716349678,0.061063673,73.07633,0.293436133,Lost
1624,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2581R981_522.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_2581R981_522_torchvision.jpg,12.67745085,0.72255147,70.29967,0.550846699,Lost
1625,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2268F473_251.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2268F473_251_torchvision.jpg,22.00940391,0.84350467,29.17334,0.87374965,Ok
1626,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1679R341_20200409_OH01_DG06_2_29.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\1679R341_20200409_OH01_DG06_2_29_torchvision.jpg,11.60308273,0.22796346,52.993935,0.419235969,Lost
1627,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275Q943_328.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\4520_2275Q943_328_torchvision.jpg,8.262330163,0.20999034,114.47019,0.422869591,Lost
1628,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2475G502_474.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2475G502_474_torchvision.jpg,12.13961787,0.7849299,49.263172,0.691201628,Ok
1629,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074P713_20200513_OH01_DG06_2_33.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\2074P713_20200513_OH01_DG06_2_33_torchvision.jpg,11.34188786,0.05081228,106.39492,0.067958677,Lost
1630,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2771R621_544.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2771R621_544_torchvision.jpg,12.96700051,0.07554747,86.58615,0.710885933,Lost
1631,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1776R262_662.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\7815_1776R262_662_torchvision.jpg,17.9436208,0.7965426,21.07146,0.891105072,Ok
1632,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_19721234_691.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\7815_19721234_691_torchvision.jpg,21.84438337,0.88483894,33.224068,0.824087377,Ok
1633,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2873G711_563.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2873G711_563_torchvision.jpg,18.86437761,0.88767636,17.773932,0.885175254,Ok
1634,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074P282_20200512_OH01_DG06_2_26.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\2074P282_20200512_OH01_DG06_2_26_torchvision.jpg,9.667734995,0.09830434,80.83226,0.34861144,Lost
1635,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1672D721_20200401_OH01_DG06_2_7.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\1672D721_20200401_OH01_DG06_2_7_torchvision.jpg,9.184614317,0.1344797,123.699265,0.415724766,Lost
1636,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2175W582_828.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\7815_2175W582_828_torchvision.jpg,23.28730416,0.8263261,26.493801,0.891871396,Ok
1637,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1678H971_20200514_OH01_DG06_2_33.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1678H971_20200514_OH01_DG06_2_33_torchvision.jpg,13.00396131,0.19472353,140.45816,0.606360772,Lost
1638,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074P891_20200512_OH01_DG06_2_6.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\2074P891_20200512_OH01_DG06_2_6_torchvision.jpg,13.23122982,0.87049437,31.735474,0.813267006,Ok
1639,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1866F861_664.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\7815_1866F861_664_torchvision.jpg,26.09647818,0.897774,16.291706,0.930656787,Ok
1640,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_22683991_250.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_22683991_250_torchvision.jpg,16.72473223,0.29770654,57.266064,0.804284793,Lost
1641,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2277Y402_346.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2277Y402_346_torchvision.jpg,24.23025208,0.7744476,17.242456,0.939322513,Ok
1642,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2576W851_506.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_2576W851_506_torchvision.jpg,18.98460186,0.754493,61.966602,0.760287597,Ok
1643,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2070C552_717.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\7815_2070C552_717_torchvision.jpg,10.91777748,0.3726597,35.992733,0.719391178,Lost
1644,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_22702162_260.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_22702162_260_torchvision.jpg,10.60210711,0.12385657,57.317726,0.6126822,Lost
1645,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1969H751_685.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\7815_1969H751_685_torchvision.jpg,15.04821596,0.57357323,37.059193,0.747240427,Lost
1646,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2175W952_829.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\7815_2175W952_829_torchvision.jpg,20.12456026,0.6560648,50.33255,0.827495466,Ok
1647,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1974X881_698.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\7815_1974X881_698_torchvision.jpg,25.03312053,0.90831774,14.435303,0.921131921,Ok
1648,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1969H751_685.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\7815_1969H751_685_torchvision.jpg,13.07176165,0.098549426,51.872192,0.728796219,Lost
1649,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1674Z011_20200416_OH01_DG06_2_19.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\1674Z011_20200416_OH01_DG06_2_19_torchvision.jpg,10.3387055,0.56122005,57.668877,0.668493987,Lost
1650,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2372X151_408.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2372X151_408_torchvision.jpg,14.78864652,0.8234516,23.000301,0.82752729,Ok
1651,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2074R111_752.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\7815_2074R111_752_torchvision.jpg,13.77284446,0.40743238,102.88965,0.630725706,Ok
1652,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1770W061_649.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\7815_1770W061_649_torchvision.jpg,12.8564571,0.733917,73.675804,0.784894927,Ok
1653,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1970Z891_689.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\7815_1970Z891_689_torchvision.jpg,18.50788206,0.5273069,82.30913,0.847675666,Ok
1654,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2278X322_355.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_2278X322_355_torchvision.jpg,17.09356831,0.6061029,33.419514,0.840049748,Lost
1655,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1578X721_20200409_OH01_DG06_2_26.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1578X721_20200409_OH01_DG06_2_26_torchvision.jpg,25.33472881,0.94267917,11.976564,0.897750945,Ok
1656,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2274H741_300.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2274H741_300_torchvision.jpg,16.67864407,0.49204913,130.70706,0.787076269,Ok
1657,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2074C962_731.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\7815_2074C962_731_torchvision.jpg,15.71658224,0.5508872,54.401634,0.78286852,Lost
1658,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D721_20200512_OH01_DG06_2_18.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\2074D721_20200512_OH01_DG06_2_18_torchvision.jpg,17.21224764,0.81141853,28.316303,0.84601087,Ok
1659,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1974X911_20200513_OH01_DG06_2_15.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1974X911_20200513_OH01_DG06_2_15_torchvision.jpg,24.41421924,0.9032163,27.11198,0.866106638,Ok
1660,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_1579C032_175.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_1579C032_175_torchvision.jpg,16.22955619,0.3103829,64.42979,0.804072797,Lost
1661,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275R442_329.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2275R442_329_torchvision.jpg,9.862891736,0.43470412,64.7168,0.616945644,Lost
