,original,gen,transformation,VIF,MSE,PSNR,Hist_cor,Hist_int,TSI,SSIM,CS,CPL,WD,KL,VAE,label,machine_labels
71,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_2163.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_2163.png,jpeg_compression,0.459985252,28.8577474,23.07906968,0.878301216,778,0.045187133,0.982962123,0.932105,28.487457,2.8125,0.0,0.02604501,1,1.0
72,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_6281.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_6281.png,frost,0.313047535,1.719075521,10.46224694,-0.141108463,453,0.02778865,0.723122968,0.36769322,326.26855,74.90625,0.070808134,0.022915559,1,1.0
73,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_4252.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_4252.png,contrast,0.293163902,42.57291667,10.39446096,-0.124397024,39,0.892765411,0.125453914,0.07871328,223.48782,67.04882813,0.0,0.00110389,0,0.0
74,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_5483.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_5483.png,contrast,0.384054567,55.49609375,14.58191138,0.082996316,237,0.791169276,0.372284957,0.5091089,91.54389,38.38867188,0.0,0.001789788,1,1.0
75,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_6142.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_6142.png,jpeg_compression,0.415603176,37.50292969,19.14133182,0.745168162,767,0.043780577,0.98242615,0.584681,98.35266,2.114257813,0.000300139,0.024764135,1,1.0
76,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_6677.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_6677.png,jpeg_compression,0.303253856,42.06966146,18.40811363,0.722144867,744,0.035335127,0.942762819,0.83300656,46.48521,4.259765625,0.0,0.021442448,0,0.0
77,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_6117.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_6117.png,frost,0.614426886,76.734375,13.58319489,-0.094975417,390,0.46901908,0.74130129,0.91596556,37.066513,43.74707031,inf,0.007020564,0,0.0
78,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_2881.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_2881.png,frost,0.171373169,47.93066406,14.51094198,0.366526939,498,0.444532779,0.541630506,0.33183554,146.43607,28.44921875,inf,0.002979456,1,1.0
79,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_3722.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_3722.png,frost,0.430455676,68.72526042,16.02852266,-0.207145902,379,0.131904354,0.789703246,0.73467624,118.878235,34.58398438,inf,0.014536811,1,1.0
80,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_7819.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_7819.png,contrast,0.238542549,54.20345052,14.08228055,0.08506992,201,0.746715998,0.320820862,0.19935778,142.4271,39.28320313,0.0,0.002576678,1,1.0
81,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_2729.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_2729.png,frost,0.143619893,79.7109375,9.675755825,0.130922336,220,0.922034002,0.149492932,0.10506877,99.66326,67.08398438,inf,0.001550675,1,1.0
82,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_7740.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_7740.png,jpeg_compression,0.386754816,37.02083333,20.06764559,0.764267255,785,0.01422456,0.972498956,0.6419796,45.0592,2.1015625,0.0,0.018491289,1,1.0
83,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_1279.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_1279.png,contrast,0.429545094,30.99414063,17.7969051,0.803051929,797,0.005620108,0.973799086,0.38987005,183.32893,4.874023438,0.0,0.015393206,1,1.0
84,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_5642.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_5642.png,brightness,0.391652028,7.470703125,16.55327374,0.437290934,624,0.095584638,0.918407048,0.63507074,115.76535,22.82128906,0.0,0.020987074,1,1.0
85,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_4003.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_4003.png,brightness,0.354744872,24.82942708,15.42305797,0.277142107,688,0.014530333,0.969826094,0.69864833,139.81068,10.63671875,0.023637989,0.043572364,1,1.0
86,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_8878.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_8878.png,jpeg_compression,0.402025554,38.40234375,16.14419069,0.511506998,728,0.043438112,0.921103571,0.7180043,84.14354,4.60546875,0.003913899,0.025772627,1,1.0
87,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_7092.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_7092.png,jpeg_compression,0.617383213,26.74121094,22.49222447,0.439322226,751,0.03962818,0.993166891,0.9228436,22.045609,2.600585938,6.32e-05,0.026015185,1,1.0
88,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_5610.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_5610.png,frost,0.296583533,0.0,12.13573437,0.908947046,411,0.561081213,0.674615637,0.83698475,55.654842,41.32617188,0.111436119,0.019041701,0,0.0
89,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_3372.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_3372.png,brightness,0.5409091,12.45410156,21.12172238,0.367606232,644,0.002427838,0.990396661,0.7694522,47.18762,11.86132813,0.000415338,0.031513027,1,1.0
90,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_4150.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_4150.png,frost,0.247987499,0.027669271,7.748567386,-0.232829948,272,0.05758317,0.560171851,0.14511734,205.4119,100.7382813,0.120063193,0.017610247,0,0.0
91,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_7593.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_7593.png,contrast,0.35449024,43.16145833,17.88474851,0.335546319,633,0.27659002,0.91034012,0.721503,104.55554,15.21582031,0.0,0.023161999,1,1.0
92,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_2117.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_2117.png,jpeg_compression,0.322442386,35.66927083,20.86402489,0.621424394,756,0.058738992,0.976626396,0.5578578,81.0641,3.140625,0.0,0.017124794,1,1.0
93,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_9377.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_9377.png,contrast,0.28087798,64.84114583,12.14405388,-0.116494339,294,0.348281556,0.603847015,0.3256485,159.53561,39.44140625,0.0,0.010405296,1,1.0
94,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_6329.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_6329.png,brightness,0.553785914,28.29199219,15.64759475,0.468222865,670,0.008390411,0.980983468,0.79113936,62.221485,4.817382813,0.0,0.027047468,0,0.0
95,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_8908.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_8908.png,frost,0.185522935,15.50292969,12.20326243,0.235406333,442,0.516658513,0.464578568,0.15971677,120.18762,48.8046875,0.0,0.004371545,0,1.0
96,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_9538.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_9538.png,jpeg_compression,0.374990824,38.91276042,18.82646906,0.722278029,701,0.036338063,0.972772133,0.5847651,113.25957,4.774414063,0.0,0.020663592,0,0.0
97,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_1273.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_1273.png,contrast,0.573634142,42.06445313,22.04039635,0.751916943,717,0.21755137,0.915941467,0.83913213,26.84026,9.807617188,0.0,0.005867276,1,1.0
98,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_635.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_635.png,contrast,0.257842746,52.7952474,12.73802343,0.199867239,194,0.834937622,0.256057678,0.29879856,197.59238,49.94726563,inf,0.002674586,1,1.0
99,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_8228.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_8228.png,frost,0.140336519,99.97591146,9.300826609,0.301500481,114,0.73650318,0.023164721,0.16355255,173.99532,68.61816406,0.0,0.004196153,0,1.0
100,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_8572.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_8572.png,contrast,0.627467351,39.66894531,22.10605288,0.383050178,616,0.317777642,0.935893678,0.94464654,13.444334,14.91894531,inf,0.01474102,1,1.0
101,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_6596.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_6596.png,frost,0.240663625,0.028971354,10.21979169,0.084491377,348,0.284136497,0.663675209,0.448678,68.38069,74.48730469,0.126527971,0.010392568,1,1.0
102,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_162.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_162.png,brightness,0.357513767,0.0,9.829112703,-0.256365955,346,0.062371575,0.743648397,0.48095277,136.2254,82.10351563,0.079154759,0.017503284,1,1.0
103,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_3305.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_3305.png,brightness,0.082547917,2.016601563,6.493421814,-0.222088798,69,0.440092955,0.418064677,0.23568289,263.15213,110.4492188,0.020721018,0.010416115,1,1.0
104,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_1599.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_1599.png,brightness,0.100654198,0.116536458,8.64023214,0.723775576,440,0.752342221,0.259033797,0.16637154,168.73016,67.59863281,0.179769302,0.009103668,0,1.0
105,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_1264.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_1264.png,brightness,0.330012593,0.027994792,9.318531552,-0.301555418,361,0.088233855,0.686665784,0.7519687,36.460358,81.58886719,0.127966548,0.018322233,1,1.0
106,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_5573.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_5573.png,jpeg_compression,0.464409491,33.22363281,25.49839697,0.677778284,760,0.054134051,0.973151099,0.93493336,21.955124,1.090820313,0.000269409,0.031853545,0,0.0
107,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_8473.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_8473.png,jpeg_compression,0.240403263,35.0078125,15.4132283,0.584623497,742,0.031702544,0.952796669,0.3661442,137.77881,5.630859375,0.000300139,0.018022571,1,1.0
108,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_7157.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_7157.png,frost,0.110218043,0.0,3.78930957,-0.075070612,10,0.548244863,0.244009679,0.0539205,101.511154,160.9414063,0.849252895,0.0054381,0,1.0
109,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_52.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_52.png,jpeg_compression,0.311840245,39.02929688,18.29382293,0.456997243,739,0.0268591,0.966146697,0.7346634,38.703663,5.373046875,0.00042168,0.023112087,1,1.0
110,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_827.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_827.png,jpeg_compression,0.280634942,46.22851563,18.31626762,0.236855758,679,0.024578033,0.899173596,0.7810151,63.598015,4.036132813,0.0,0.027298896,1,1.0
111,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_1734.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_1734.png,brightness,0.183579512,7.101236979,9.60260235,-0.246150769,437,0.202427838,0.783377975,0.67738146,138.47858,74.00585938,0.021718524,0.044723789,1,1.0
112,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_8174.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_8174.png,brightness,0.569561927,24.31673177,15.05552846,0.314870705,556,0.081439579,0.940189744,0.5503168,103.80573,20.31347656,0.0,0.014207673,1,1.0
113,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_6512.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_6512.png,jpeg_compression,0.330433391,45.31705729,15.73950317,0.357739832,719,0.017563601,0.937209172,0.6740787,101.214325,6.857421875,0.003169036,0.030474497,1,1.0
114,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_5164.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_5164.png,frost,0.346842069,16.88834635,12.88835146,0.797767619,511,0.134693004,0.879696377,0.41181564,284.3435,37.79296875,0.047517545,0.04177595,1,1.0
115,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_6551.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_6551.png,jpeg_compression,0.302570188,44.3421224,21.23115442,0.535133832,758,0.001320939,0.937369951,0.79944897,42.175026,3.193359375,0.000765982,0.032552934,1,1.0
116,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_3091.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_3091.png,jpeg_compression,0.15225282,44.48535156,18.01271426,0.759459536,778,0.083696184,0.824100263,0.6489436,115.87586,3.380859375,0.0,0.024842273,0,0.0
117,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_4410.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_4410.png,brightness,0.674772328,21.21516927,23.29718296,0.479804025,721,0.012879159,0.996733889,0.4903199,115.56814,6.043945313,0.00293938,0.032496693,1,1.0
118,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_9668.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_9668.png,frost,0.032471561,100.6272786,11.17249727,-0.101762263,86,0.359919276,0.086369051,0.01294674,141.67047,47.2734375,0.0,0.002485886,0,1.0
119,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_2346.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_2346.png,jpeg_compression,0.406360629,35.02213542,20.2441333,0.361748335,625,0.041120352,0.943474784,0.74618673,41.407917,3.991210938,0.0,0.015778112,1,1.0
120,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_7885.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_7885.png,frost,0.165842995,97.15755208,6.961292449,-0.140628941,120,0.972217466,0.207648079,0.17791729,280.51923,90.7578125,inf,0.002477549,1,1.0
121,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_1278.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_1278.png,brightness,0.28708957,1.60546875,12.82618057,0.763295137,617,0.069434932,0.795451781,0.6575388,72.443054,48.45019531,0.022721719,0.025771593,1,1.0
122,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_1296.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_1296.png,frost,0.146185946,46.01660156,10.88451152,-0.173693818,228,0.435481898,0.294846164,0.08000763,144.80444,55.17578125,inf,0.004463237,0,1.0
123,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_1742.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_1742.png,contrast,0.496891679,38.90852865,17.97080265,0.640089009,593,0.36508684,0.825431837,0.67045397,90.513626,19.90917969,inf,0.007365334,1,1.0
124,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_1241.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_1241.png,brightness,0.532466446,1.140950521,17.0496534,0.034379633,543,0.009283268,0.918751844,0.8443444,36.105633,34.67382813,0.046985154,0.035148659,1,1.0
125,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_7536.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_7536.png,frost,0.166241122,0.0,7.908242478,0.924184948,287,0.776908023,0.317488522,0.27278942,118.6397,84.40039063,0.691472023,0.005420936,0,1.0
126,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_1291.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_1291.png,contrast,0.485833577,47.53352865,21.32448038,0.487362211,669,0.276076321,0.925213041,0.8643171,12.808092,13.60742188,0.0,0.012411886,1,1.0
127,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_5922.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_5922.png,contrast,0.36759672,51.5078125,12.44747563,0.206281381,334,0.652482877,0.489638005,0.53204715,67.02743,33.33300781,inf,0.003908928,0,0.0
128,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_8577.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_8577.png,brightness,0.148479578,6.946614583,9.04936968,-0.300058847,386,0.015251957,0.713315126,0.5359263,162.42853,71.61132813,0.018425943,0.034405807,1,1.0
129,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_7819.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_7819.png,contrast,0.238542549,54.20345052,14.08228055,0.08506992,201,0.746715998,0.320820862,0.19935778,142.4271,39.28320313,0.0,0.002576678,0,0.0
130,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_351.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_351.png,brightness,0.454936614,22.51692708,12.72607053,0.51443407,711,0.011148483,0.979565482,0.5723304,154.30727,5.607421875,0.0,0.04835591,1,1.0
131,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_9519.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_9519.png,brightness,0.0841604,12.62825521,7.20292016,-0.394585089,243,0.145688601,0.50573226,0.31180754,207.4566,101.2636719,0.030039519,0.049720538,1,1.0
132,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_1815.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_1815.png,jpeg_compression,0.400018725,42.85449219,17.78883936,0.834646006,742,0.059350538,0.938961732,0.23480123,182.05653,4.928710938,0.0,0.024110767,1,1.0
133,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_8530.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_8530.png,brightness,0.065587305,11.60677083,4.949189262,-0.342724416,235,0.242624755,0.403037276,0.09028731,363.2476,106.2314453,0.019724505,0.056116857,1,1.0
134,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_9661.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_9661.png,brightness,0.531071013,0.111653646,20.89589414,0.821294516,619,0.04727862,0.951687363,0.899791,53.681023,17.04296875,0.007878991,0.03113525,0,0.0
135,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_7885.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_7885.png,frost,0.165842995,97.15755208,6.961292449,-0.140628941,120,0.972217466,0.207648079,0.17791729,280.51923,90.7578125,inf,0.002477549,0,1.0
136,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_9181.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_9181.png,frost,0.100518056,0.282226563,6.133314222,0.067154317,139,0.380626223,0.315062657,0.08175212,223.54333,120.3730469,0.766862403,0.006570173,1,1.0
137,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_4442.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_4442.png,jpeg_compression,0.591515906,28.00390625,26.45397729,0.572016595,737,0.034748043,0.983670904,0.9291104,19.944866,1.528320313,0.003823546,0.021545518,1,1.0
138,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_5792.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_5792.png,jpeg_compression,0.265437345,39.96158854,18.66494741,0.497324769,657,0.06922089,0.838312257,0.55591595,109.69156,4.616210938,0.0,0.012372819,1,1.0
139,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_180.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_180.png,frost,0.199257502,84.93391927,9.784400585,0.679166657,494,0.799492417,0.35780339,0.50716937,380.99377,41.58203125,0.0,0.004974835,1,1.0
140,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_6587.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_6587.png,contrast,0.481365843,35.17675781,19.56108119,0.493180079,699,0.130026908,0.973833047,0.7356339,109.26808,7.68359375,0.0,0.021242499,1,1.0
141,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_3943.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_3943.png,contrast,0.501887418,48.62792969,16.98490659,0.51173765,625,0.357552593,0.892810166,0.6751381,63.610355,18.13964844,inf,0.014447288,1,1.0
142,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_8310.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_8310.png,contrast,0.296156943,46.29134115,12.59635492,0.349989084,552,0.292459638,0.83815493,0.57527333,186.28014,23.23925781,inf,0.010355932,1,1.0
