,Unnamed: 0,original,gen,PSNR,CS,CPL,SSIM,label,Hist_correlation,Hist_intersection,KL,MSE,WD,TSI,SSS1,VAE,VIF,VAE2D
1013,366,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1974X955_20200513_OH01_DG06_2_18.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\1974X955_20200513_OH01_DG06_2_18_torchvision.jpg,15.18229353,0.36424443,55.57439,0.702083285,0,0.773448883,104108,inf,5.727028402,23.03704224,1.839218444,0.039440837,0.017309192,0.216047216,0.012804841
15,1192,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1974X955_20200513_OH01_DG06_2_19.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1974X955_20200513_OH01_DG06_2_19_torchvision.jpg,18.10966337,0.8658489,37.41488,0.796856893,1,0.355599563,96849,inf,58.39375,14.93822632,4.377403376,0.07396155,0.041501137,0.369303861,0.019677848
445,296,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1974X955_20200513_OH01_DG06_2_19.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1974X955_20200513_OH01_DG06_2_19_torchvision.jpg,6.918582184,0.09024008,146.6186,0.333077488,0,-0.028563111,80799,0.933840196,76.55201823,67.01820068,8.028002691,0.053814154,0.094465618,0.057162079,0.012361801
734,591,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1974X955_20200513_OH01_DG06_2_19.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\1974X955_20200513_OH01_DG06_2_19_torchvision.jpg,11.82484983,0.11562751,153.97942,0.386905203,0,0.172550016,76107,0.955675612,63.00773722,28.01544189,5.289316292,0.0541378,0.02978274,0.038158299,0.016351829
16,726,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1974Z931_20200513_OH01_DG06_2_10.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1974Z931_20200513_OH01_DG06_2_10_torchvision.jpg,9.507770127,0.07418068,123.4052,0.58845238,0,0.96587761,91297,inf,61.959316,19.54475098,4.945798679,0.027943673,0.05676213,0.0174389,0.006491326
600,1288,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1974Z931_20200513_OH01_DG06_2_10.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\1974Z931_20200513_OH01_DG06_2_10_torchvision.jpg,27.84950781,0.94926655,12.695913,0.939548365,1,0.255912834,86614,0.003962217,20.84539388,2.519934082,0.021300147,0.005723812,0.043963956,0.482058333,0.013041363
1162,696,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1974Z931_20200513_OH01_DG06_2_10.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\1974Z931_20200513_OH01_DG06_2_10_torchvision.jpg,17.05920527,0.82256144,42.096577,0.880144858,1,0.199969672,70170,inf,14.65649007,14.68952026,0.59521771,0.019281294,0.0344185,0.347029671,0.014189764
17,695,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1974Z931_20200513_OH01_DG06_2_11.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1974Z931_20200513_OH01_DG06_2_11_torchvision.jpg,22.38477653,0.8908277,21.98267,0.906001717,1,0.392628912,74957,inf,55.62795614,8.7765625,0.849675881,0.03757317,0.039026385,0.425826233,0.016741153
866,699,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1974Z931_20200513_OH01_DG06_2_11.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\1974Z931_20200513_OH01_DG06_2_11_torchvision.jpg,15.20839023,0.7072502,58.092785,0.858569244,1,0.24601747,59360,0.166529755,41.84211629,20.19919434,1.191542319,0.016100565,0.029927646,0.294596055,0.013861449
735,411,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1974Z931_20200513_OH01_DG06_2_9.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\1974Z931_20200513_OH01_DG06_2_9_torchvision.jpg,10.69501529,0.682285,45.160465,0.785017986,0,0.129172339,46107,-0.063274934,92.7642334,47.11924438,0.706525196,0.007059048,0.056390853,0.246768248,0.021670455
446,294,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2073A262_20200511_OH01_DG06_2_3.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\2073A262_20200511_OH01_DG06_2_3_torchvision.jpg,11.97953394,0.77183044,33.521923,0.77384136,1,0.275324245,49603,-0.078067828,84.16755575,47.51105957,0.629837329,0.01632572,0.106427945,0.416223236,0.032923505
154,80,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2073A262_20200511_OH01_DG06_2_4.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\2073A262_20200511_OH01_DG06_2_4_torchvision.jpg,24.35364264,0.8651376,27.091522,0.910846765,1,0.970175923,138490,inf,15.19024862,3.794299316,1.944710127,0.015593557,0.044675728,0.411598124,0.017368642
447,613,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2073A262_20200511_OH01_DG06_2_4.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\2073A262_20200511_OH01_DG06_2_4_torchvision.jpg,11.75994003,0.14416163,155.67445,0.523080916,0,-0.03445185,39697,0.091911904,89.10452474,26.58173828,2.240459883,0.026842674,0.065172376,0.048613534,0.023162209
155,984,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2073A262_20200511_OH01_DG06_2_5.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\2073A262_20200511_OH01_DG06_2_5_torchvision.jpg,25.96623954,0.8988616,21.107096,0.904418628,1,0.430763245,104818,0.030021126,14.95082194,2.385479736,0.746771037,0.01274256,0.042899553,0.420919193,0.015694411
1014,1151,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2073A262_20200511_OH01_DG06_2_5.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\2073A262_20200511_OH01_DG06_2_5_torchvision.jpg,18.73404652,0.84527075,35.787666,0.86919134,1,0.424587071,84141,inf,25.63092041,15.63605957,0.34361546,0.010510195,0.047583195,0.38926691,0.01754052
736,678,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074A464_20200512_OH01_DG06_2_22.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\2074A464_20200512_OH01_DG06_2_22_torchvision.jpg,9.166180667,0.07098527,98.36836,0.421662134,0,-0.105285772,87132,inf,80.34578654,39.00716553,5.152690802,0.077836715,0.077383643,0.031588943,0.013409793
156,1195,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074A921_20200512_OH01_DG06_2_25.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\2074A921_20200512_OH01_DG06_2_25_torchvision.jpg,10.16635412,0.12813987,117.536354,0.468177432,0,-0.060890848,63267,inf,66.86496582,20.12835083,6.640068493,0.12534168,0.042618943,0.026460623,0.007081739
601,1289,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074A921_20200512_OH01_DG06_2_25.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\2074A921_20200512_OH01_DG06_2_25_torchvision.jpg,13.24675682,0.5736565,92.388695,0.65946913,0,0.457179475,93466,0.215745263,78.48710124,26.87198486,0.047773973,0.028135136,0.093754333,0.285981447,0.01606394
867,1193,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074A921_20200512_OH01_DG06_2_25.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\2074A921_20200512_OH01_DG06_2_25_torchvision.jpg,14.04820536,0.64282775,70.54578,0.79324801,1,0.396299923,82068,inf,30.51352336,25.74110718,1.348091977,0.035625335,0.035233901,0.276277915,0.035680448
18,542,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D021_20200512_OH01_DG06_2_1.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\2074D021_20200512_OH01_DG06_2_1_torchvision.jpg,10.52275437,0.36615813,40.551018,0.649538317,0,0.543256819,75478,inf,66.96918945,24.32770996,7.159852006,0.019643897,0.041244105,0.130593007,0.008365232
737,405,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D021_20200512_OH01_DG06_2_1.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\2074D021_20200512_OH01_DG06_2_1_torchvision.jpg,14.73152722,0.8252308,14.21358,0.856075687,1,0.531989457,71922,inf,81.12565715,29.59700928,1.389401908,0.010955178,0.053596872,0.344346507,0.02045105
19,347,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D022_20200512_OH01_DG06_2_10.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\2074D022_20200512_OH01_DG06_2_10_torchvision.jpg,19.4972419,0.7044062,41.850395,0.848928196,0,0.01802328,54709,0.129347408,72.16933187,13.02756958,1.513288894,0.066657536,0.05243814,0.372886128,0.028148653
868,472,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D022_20200512_OH01_DG06_2_10.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\2074D022_20200512_OH01_DG06_2_10_torchvision.jpg,17.01244757,0.736887,45.60943,0.859208062,1,0.172302866,60979,inf,15.21186523,14.57215576,0.110182241,0.047282528,0.0329865,0.377843172,0.014129201
1163,394,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D022_20200512_OH01_DG06_2_10.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\2074D022_20200512_OH01_DG06_2_10_torchvision.jpg,14.90000409,0.6041364,59.48058,0.788042185,1,0.007614589,42899,inf,44.86069132,28.14511108,1.353455235,0.026116678,0.026611213,0.31685925,0.018913759
448,820,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D022_20200512_OH01_DG06_2_11.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\2074D022_20200512_OH01_DG06_2_11_torchvision.jpg,17.54200123,0.4497441,78.922264,0.749899445,0,-0.002202485,77617,-0.07904546,77.89795532,15.0105896,0.151816292,0.050185107,0.056091343,0.321306257,0.024748471
602,924,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D022_20200512_OH01_DG06_2_14.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\2074D022_20200512_OH01_DG06_2_14_torchvision.jpg,17.2093563,0.47986525,81.60994,0.805659439,0,0.195262204,64786,-0.084140769,53.07859904,11.51268311,0.639958415,0.020935882,0.064540406,0.286783708,0.001440087
869,902,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D022_20200512_OH01_DG06_2_14.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\2074D022_20200512_OH01_DG06_2_14_torchvision.jpg,11.22743664,0.03776885,85.20132,0.517845833,0,-0.010561344,19889,inf,53.43456217,36.83451538,5.724290607,0.015262416,0.004811798,0.002903374,0.025845114
603,397,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D022_20200512_OH01_DG06_2_3.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\2074D022_20200512_OH01_DG06_2_3_torchvision.jpg,16.418909,0.5289785,59.951683,0.824674434,0,0.11637572,32576,0.108622175,76.53645223,15.85045776,1.561711106,0.026919778,0.067058084,0.287668982,0.013403101
1164,825,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D022_20200512_OH01_DG06_2_3.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\2074D022_20200512_OH01_DG06_2_3_torchvision.jpg,17.90605449,0.67609847,35.56959,0.909152959,1,0.092646177,33057,0.096631258,45.49259644,16.50545044,0.223715753,0.027942924,0.02795375,0.419952667,0.03052598
20,1131,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D022_20200512_OH01_DG06_2_4.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\2074D022_20200512_OH01_DG06_2_4_torchvision.jpg,19.17405394,0.62693805,42.737713,0.92247456,0,0.249257489,60991,0.135619182,31.34589844,7.468939209,0.130675147,0.016093409,0.072996302,0.457142401,0.034126566
449,558,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D022_20200512_OH01_DG06_2_4.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\2074D022_20200512_OH01_DG06_2_4_torchvision.jpg,11.59055917,0.6749312,48.970566,0.742825291,0,0.032580749,37170,0.142475709,92.27705892,41.32763062,0.05040362,0.012736647,0.130807701,0.332839713,0.03981998
21,1125,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D022_20200512_OH01_DG06_2_5.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\2074D022_20200512_OH01_DG06_2_5_torchvision.jpg,19.33625968,0.72972316,20.861162,0.891789472,0,0.538007857,44257,0.000795132,56.42759196,12.44157104,0.822890166,0.03125263,0.046730392,0.32005063,0.019535689
305,305,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D022_20200512_OH01_DG06_2_5.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D022_20200512_OH01_DG06_2_5_torchvision.jpg,16.97216398,0.52650046,44.01748,0.892863535,0,0.692895784,47909,-0.003999739,64.97220052,15.60802612,0.381983855,0.015441516,0.063883834,0.312914155,0.014820512
1015,464,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D022_20200512_OH01_DG06_2_5.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\2074D022_20200512_OH01_DG06_2_5_torchvision.jpg,16.27166538,0.23717767,60.943745,0.679130139,0,0.029455739,24136,0.053658958,49.96624959,19.13936157,2.216248777,0.04461812,0.018859633,0.115846182,0.008200722
450,681,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D022_20200512_OH01_DG06_2_8.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\2074D022_20200512_OH01_DG06_2_8_torchvision.jpg,17.53918726,0.8537057,21.534336,0.859409395,1,0.455923101,65374,0.026274488,60.21948649,18.09430542,0.480143102,0.014432604,0.071093198,0.47197016,0.028206805
157,1169,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D022_20200512_OH01_DG06_2_9.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\2074D022_20200512_OH01_DG06_2_9_torchvision.jpg,9.654435291,0.09905286,54.882984,0.699758293,0,0.673253528,45509,-0.046665592,68.63166911,21.85338135,2.970927104,0.03172,0.051754281,0.030770134,0.010174234
306,967,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D022_20200512_OH01_DG06_2_9.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D022_20200512_OH01_DG06_2_9_torchvision.jpg,13.37086987,0.31249487,58.24822,0.781864016,0,0.106423463,19774,0.256924328,76.75644124,26.04547729,1.88842955,0.038233604,0.038661689,0.102207092,0.010243239
1016,474,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D022_20200512_OH01_DG06_2_9.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\2074D022_20200512_OH01_DG06_2_9_torchvision.jpg,12.70954196,0.17913136,59.310467,0.780592381,0,-0.013220172,12329,inf,63.14978434,33.84353638,2.198128669,0.056002934,0.00816973,0.079535465,0.002756115
870,757,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D093_20200512_OH01_DG06_2_12.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\2074D093_20200512_OH01_DG06_2_12_torchvision.jpg,17.234634,0.6451731,22.987726,0.887644609,1,0.559525622,102671,inf,27.09489339,9.56965332,0.159130382,0.006067178,0.015295993,0.183534117,0.006445457
604,897,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D093_20200512_OH01_DG06_2_13.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\2074D093_20200512_OH01_DG06_2_13_torchvision.jpg,18.3108541,0.8562002,15.488202,0.846592784,1,0.617526268,101150,0.510546469,35.42747396,9.079711914,0.815062378,0.024460902,0.080550331,0.453541939,0.011793219
1017,151,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D093_20200512_OH01_DG06_2_13.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\2074D093_20200512_OH01_DG06_2_13_torchvision.jpg,17.07636487,0.7344094,24.174276,0.891731585,1,0.685104264,107247,inf,16.44435832,13.80734863,0.736833415,0.022199243,0.037443807,0.427962719,0.030262031
605,791,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D093_20200512_OH01_DG06_2_14.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\2074D093_20200512_OH01_DG06_2_14_torchvision.jpg,16.53329544,0.8399659,17.669897,0.796425996,1,0.478270214,90798,0.703545011,56.78743083,16.35870361,0.853638699,0.010260627,0.075142642,0.471670483,0.026736167
158,923,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D093_20200512_OH01_DG06_2_3.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\2074D093_20200512_OH01_DG06_2_3_torchvision.jpg,27.01249702,0.7404487,14.737076,0.94025797,1,0.059967442,22665,inf,10.1004008,3.036914063,0.233213063,0.001804457,0.022107379,0.407619945,0.00611606
871,1003,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D093_20200512_OH01_DG06_2_3.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\2074D093_20200512_OH01_DG06_2_3_torchvision.jpg,20.83842264,0.7303685,21.374218,0.943191499,1,-0.016757309,15278,inf,63.06256917,15.05656128,0.159301614,0.00260848,0.017347857,0.36924171,0.005818475
451,215,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D093_20200512_OH01_DG06_2_4.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\2074D093_20200512_OH01_DG06_2_4_torchvision.jpg,17.46488528,0.8820528,14.798053,0.893675387,1,0.125788154,32149,0.014643382,85.08445841,21.96984253,0.598630137,0.027909746,0.055140023,0.43975293,0.021190451
606,307,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D131_20200512_OH01_DG06_2_3.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\2074D131_20200512_OH01_DG06_2_3_torchvision.jpg,18.39804804,0.78985316,25.462286,0.908994145,1,0.155260728,33406,-0.035221306,96.21010946,24.17023926,0.77712818,0.008526799,0.034820922,0.356381249,0.005163138
738,727,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D131_20200512_OH01_DG06_2_3.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\2074D131_20200512_OH01_DG06_2_3_torchvision.jpg,10.68877535,0.42836127,55.841484,0.450466795,0,-0.105960055,18372,0.028226603,109.8933411,64.17133179,12.39833048,0.03287967,0.050395775,0.222252164,0.012830135
872,940,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D131_20200512_OH01_DG06_2_3.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\2074D131_20200512_OH01_DG06_2_3_torchvision.jpg,24.88727225,0.8244868,16.309008,0.953456113,1,0.634036283,86646,inf,42.4210083,7.433209229,0.195370597,0.007448977,0.019202696,0.445045666,0.023602956
159,639,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D131_20200512_OH01_DG06_2_8.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\2074D131_20200512_OH01_DG06_2_8_torchvision.jpg,17.82633247,0.19450118,49.26191,0.774125895,0,0.935533083,61899,inf,50.29353231,15.41321411,2.076168053,0.03364768,0.015511008,0.083477485,0.005316003
307,957,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D131_20200512_OH01_DG06_2_8.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D131_20200512_OH01_DG06_2_8_torchvision.jpg,11.03857815,0.08439453,49.911873,0.715432981,0,0.930064822,61084,-0.119717683,65.87709757,26.2314209,2.583317025,0.028869074,0.029500717,0.020749432,0.006116406
739,580,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D721_20200512_OH01_DG06_2_17.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\2074D721_20200512_OH01_DG06_2_17_torchvision.jpg,6.53048038,0.34587035,99.0656,0.195035746,0,-0.071850622,73434,1.443483886,99.42926636,88.37359619,16.69548679,0.06444276,0.109788042,0.14336651,0.031670499
22,249,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D721_20200512_OH01_DG06_2_18.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\2074D721_20200512_OH01_DG06_2_18_torchvision.jpg,9.803824595,0.15048546,79.550156,0.58016411,0,0.071054903,52064,inf,63.38165283,39.0154541,4.535298434,0.08167541,0.047005926,0.090409078,0.01134127
452,946,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D721_20200512_OH01_DG06_2_18.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\2074D721_20200512_OH01_DG06_2_18_torchvision.jpg,11.03898882,0.75152576,55.203808,0.527197235,1,0.093935687,63148,1.203063703,88.14532267,46.89246826,4.142698141,0.10351802,0.120632044,0.301778407,0.042176224
308,290,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D721_20200512_OH01_DG06_2_19.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D721_20200512_OH01_DG06_2_19_torchvision.jpg,14.92608311,0.3459748,80.22972,0.722480494,0,0.506283379,92000,inf,65.3537557,13.75432739,3.557265166,0.026820064,0.050210756,0.144114079,0.019389514
740,268,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D721_20200512_OH01_DG06_2_19.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\2074D721_20200512_OH01_DG06_2_19_torchvision.jpg,14.10803317,0.8178111,39.25348,0.747137508,1,0.334714469,61594,1.095707223,82.29962769,27.77600708,1.975691047,0.039138235,0.077827731,0.344020028,0.027091952
23,577,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D721_20200512_OH01_DG06_2_4.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\2074D721_20200512_OH01_DG06_2_4_torchvision.jpg,15.18106741,0.43859485,73.1365,0.690370734,0,-0.056161758,56266,0.12070753,64.74987996,23.4882019,4.07785592,0.094892055,0.034169271,0.178760983,0.016591034
453,1093,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D721_20200512_OH01_DG06_2_4.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\2074D721_20200512_OH01_DG06_2_4_torchvision.jpg,11.11138123,0.80655086,40.90879,0.669286325,1,0.068273286,52377,0.226915033,94.95473226,45.92268677,1.470933219,0.050234467,0.193331027,0.312311376,0.008574204
607,546,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D721_20200512_OH01_DG06_2_4.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\2074D721_20200512_OH01_DG06_2_4_torchvision.jpg,11.77492429,0.051256645,97.67024,0.250035139,0,0.042991005,49288,0.225688116,65.00484823,39.88034668,14.79656923,0.058980577,0.027290483,0.0254979,0.040031106
160,182,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D721_20200512_OH01_DG06_2_5.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\2074D721_20200512_OH01_DG06_2_5_torchvision.jpg,14.12141486,0.33428454,72.96614,0.78201672,0,-0.031838673,32855,inf,67.75077311,23.03552856,2.741377202,0.028528595,0.049053405,0.164218832,0.021345311
454,348,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D721_20200512_OH01_DG06_2_5.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\2074D721_20200512_OH01_DG06_2_5_torchvision.jpg,13.48935158,0.73803985,52.190483,0.672630507,1,0.188250742,30728,0.235654953,96.80711263,39.1098877,3.129635519,0.0639812,0.082596007,0.33200831,0.031493082
309,942,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074P282_20200512_OH01_DG06_2_26.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P282_20200512_OH01_DG06_2_26_torchvision.jpg,14.06071783,0.8282901,21.618376,0.809465316,1,0.908278036,120253,0.099931908,54.47627767,10.48514404,1.427360568,0.012551967,0.097179799,0.403774834,0.016456578
455,878,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074P282_20200512_OH01_DG06_2_26.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\2074P282_20200512_OH01_DG06_2_26_torchvision.jpg,10.16463204,0.30466056,68.039505,0.49403999,0,0.636704695,106303,0.078383926,73.11921387,35.92696533,3.23915729,0.05976654,0.104393615,0.089798603,0.019612051
741,481,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074P282_20200512_OH01_DG06_2_30.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\2074P282_20200512_OH01_DG06_2_30_torchvision.jpg,11.11618373,0.14044574,110.23695,0.445716336,0,-0.078060534,78914,0.222457442,75.00311279,25.50502319,2.411509295,0.042892203,0.122992603,0.077812899,0.028928566
