,Unnamed: 0,original,gen,PSNR,CS,CPL,SSIM,label,machine_labels,VIF,SSS1,KL,TSI,WD,Hist_cor,Hist_int,MSE
1115,631,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2380Q153_441.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_2380Q153_441_torchvision.jpg,23.07422671,0.9008072,25.600958,0.85691633,1,-1.0,0.40666637,0.025320664,0.18975551,1.098416096,7.127630615,0.850924564,126352,45.2744161
1116,1067,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1677S221_640.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\7815_1677S221_640_torchvision.jpg,11.55823395,0.3183958,83.39247,0.702060065,0,-1.0,0.130982431,0.08703528,inf,4.968737769,32.01066895,-0.025219063,33608,6.299538167
1117,1705,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2470S401_466.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2470S401_466_torchvision.jpg,14.8227632,0.51265603,72.255295,0.755540375,0,-1.0,0.168758478,0.027105743,0.828283892,2.096294031,21.07547607,0.507754202,75633,28.27533773
1118,3843,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1975S326_705.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\7815_1975S326_705_torchvision.jpg,17.54500928,0.8651986,24.500692,0.852710475,1,-1.0,0.376129477,0.011298024,inf,0.250311888,19.46900024,0.54617993,85665,28.82138672
1119,168,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2274C521_293.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_2274C521_293_torchvision.jpg,14.22423867,0.733748,66.28908,0.815801951,1,-1.0,0.275414428,0.061107267,inf,0.001498288,20.4845459,0.781112084,97607,6.870644124
1120,1209,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2175R643_822.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\7815_2175R643_822_torchvision.jpg,15.00787485,0.7732997,50.78351,0.802805566,1,-1.0,0.422196781,0.030429497,0.325121795,2.935365705,22.17339478,0.221860292,49780,36.090566
1121,3336,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2370B282_387.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2370B282_387_torchvision.jpg,24.20692715,0.910949,9.590131,0.930293487,1,-1.0,0.440064952,0.017406635,inf,0.326015166,11.69575195,0.0541064,33828,51.91166382
1122,3577,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2774Z961_549.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\4520_2774Z961_549_torchvision.jpg,13.23118397,0.84544885,33.055553,0.707450932,1,-1.0,0.342456509,0.032492507,0.690827594,1.317851027,36.86241455,0.21960896,93789,77.46917725
1123,1187,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2377G914_435.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\4520_2377G914_435_torchvision.jpg,13.24964875,0.8068829,22.848728,0.832036372,1,-1.0,0.392900823,0.031674672,2.283812692,0.643658268,34.04262695,0.117236622,34433,79.5508138
1124,2172,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2470Z861_469.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2470Z861_469_torchvision.jpg,17.22270109,0.85135007,32.077484,0.813688792,1,-1.0,0.328377235,0.022039872,0.653121965,0.011649951,20.1675415,0.340480281,86167,68.6704366
1125,778,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1577H495_620.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\7815_1577H495_620_torchvision.jpg,8.983565448,0.061930824,50.463737,0.65942845,0,-1.0,0.013405591,0.013806866,inf,2.38324364,22.87957153,0.829048564,62483,65.76393433
1126,2664,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2377B281_433.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2377B281_433_torchvision.jpg,17.43491137,0.78021795,22.163048,0.884638126,1,-1.0,0.311143476,0.044800825,inf,0.70711228,12.94926147,0.545024442,83109,13.56609294
1127,2833,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1778P951_20200514_OH01_DG06_2_27.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\1778P951_20200514_OH01_DG06_2_27_torchvision.jpg,24.41132463,0.757623,42.08155,0.90937198,1,-1.0,0.410337228,0.007155969,-0.030403621,1.206262231,2.758880615,0.959664533,141147,15.03731689
1128,276,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2372C342_401.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_2372C342_401_torchvision.jpg,11.11478298,0.60370475,85.35231,0.751193979,0,-1.0,0.321268676,0.02015834,inf,2.368016145,37.10708008,0.842911409,112964,4.629199219
1129,149,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074A464_20200512_OH01_DG06_2_16.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\2074A464_20200512_OH01_DG06_2_16_torchvision.jpg,12.37359605,0.6742402,54.310913,0.731302886,0,-1.0,0.328771112,0.023412094,0.027869444,1.708402642,31.32702637,0.177627327,102597,80.97828369
1130,3398,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2374A201_423.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2374A201_423_torchvision.jpg,14.76846243,0.8890661,30.678295,0.807228015,1,-1.0,0.446056342,0.04163034,0.112884007,0.797137965,24.21436768,0.49734211,87461,68.95157878
1131,3712,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1677A421_637.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\7815_1677A421_637_torchvision.jpg,24.64453073,0.9119157,14.926694,0.918844093,1,-1.0,0.510775099,0.005730057,-0.028958138,0.846508072,6.387231445,0.431209696,108415,42.5523702
1132,3782,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1874H522_671.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\7815_1874H522_671_torchvision.jpg,11.8536266,0.42586586,41.652332,0.686351417,0,-1.0,0.120051473,0.010423131,inf,2.997994129,26.83574219,0.816934258,110594,25.74249878
1133,14,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1966F013_682.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\7815_1966F013_682_torchvision.jpg,11.29089053,0.7694962,21.81018,0.758064945,1,-1.0,0.344672538,0.024283634,0.433761266,1.03570817,32.53131104,0.444055465,92219,59.11882528
1134,3211,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2274E063_296.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2274E063_296_torchvision.jpg,10.14420589,0.5874636,74.15761,0.689529832,1,-1.0,0.22354509,0.028923294,inf,2.656794276,50.0840271,0.056235391,53347,32.2068807
1135,1113,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074P352_20200512_OH01_DG06_2_40.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\2074P352_20200512_OH01_DG06_2_40_torchvision.jpg,10.78650385,0.30433714,73.71279,0.55237098,0,-1.0,0.123790207,0.13530582,-0.163834443,0.409790851,46.16691895,-0.041648937,86391,85.759434
1136,3158,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2271Q021_266.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2271Q021_266_torchvision.jpg,22.73564036,0.89984846,18.906178,0.899977404,1,-1.0,0.421992457,0.016181214,-0.086250186,0.954079012,7.330285645,0.670129717,113739,53.87317708
1137,3114,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_21771203_234.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_21771203_234_torchvision.jpg,17.66832111,0.7324929,30.48183,0.853890071,1,-1.0,0.34562247,0.042595528,inf,1.6606409,14.80620728,0.485273429,90310,11.62593791
1138,2498,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2377F331_434.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_2377F331_434_torchvision.jpg,15.25601575,0.6866226,47.830208,0.795438028,1,-1.0,0.317122441,0.014722507,inf,0.131794276,16.82935791,0.803800191,101873,22.27322795
1139,3599,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2973A091_566.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2973A091_566_torchvision.jpg,7.98862112,0.058663983,87.22774,0.494065723,0,-1.0,0.067112252,0.086942285,-0.064337522,1.315985812,65.96911011,-0.119127713,56163,87.96451823
1140,3585,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2779C931_555.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2779C931_555_torchvision.jpg,10.56734953,0.59351385,61.593018,0.637884186,0,-1.0,0.222830523,0.028640002,0.892417297,3.137420499,25.72265625,-0.111096191,73051,45.3388265
1141,2301,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_23672884_369.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_23672884_369_torchvision.jpg,16.85981452,0.83095884,38.937622,0.793368327,1,-1.0,0.380521133,0.037381545,inf,2.811338063,27.99421387,-0.081522633,66837,47.35409546
1142,2091,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_27713562_543.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_27713562_543_torchvision.jpg,10.66407219,0.53152686,84.49294,0.626471002,0,-1.0,0.195088056,0.04654888,0.472525235,4.884050881,38.08111572,0.2416974,47961,59.63930054
1143,3432,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2381X371_447.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2381X371_447_torchvision.jpg,13.06670033,0.28054196,70.90376,0.759685751,0,-1.0,0.126779619,0.06953446,inf,2.65146771,33.32327881,0.029648916,22171,4.655718994
1144,447,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2171Z541_219.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2171Z541_219_torchvision.jpg,18.44247314,0.7976243,33.32838,0.844819991,1,-1.0,0.348838503,0.014980138,0.808377198,0.013753669,18.58970337,0.312004206,74977,39.19600016
1145,2690,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074P282_20200512_OH01_DG06_2_26.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\2074P282_20200512_OH01_DG06_2_26_torchvision.jpg,15.83845587,0.8065345,24.852337,0.86112854,1,-1.0,0.407669873,0.020148937,inf,0.970566292,25.33792114,0.432526229,94008,10.19883626
1146,994,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2271D423_263.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2271D423_263_torchvision.jpg,15.68151998,0.6533903,40.615227,0.720668049,1,-1.0,0.279915024,0.041448247,inf,2.468957926,25.34181519,0.21426513,35620,51.309021
1147,389,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2372A282_398.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2372A282_398_torchvision.jpg,15.89220496,0.49256557,69.140884,0.858344007,0,-1.0,0.288819618,0.06387639,inf,1.55950954,20.02821655,0.267703223,55146,61.87205607
1148,1222,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_33732782_591.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_33732782_591_torchvision.jpg,16.70950671,0.765011,58.90339,0.852094957,1,-1.0,0.353416493,0.018613912,1.499109132,2.012934198,28.22196655,-0.024331532,46527,12.43198242
1149,914,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2381D272_445.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2381D272_445_torchvision.jpg,9.023818098,0.037178166,126.85298,0.412824353,0,-1.0,0.025453939,0.07274471,inf,6.973195939,61.95189819,-0.050916459,13369,39.63569336
1150,438,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2268X895_254.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2268X895_254_torchvision.jpg,12.23834877,0.6085577,61.139717,0.713011875,1,-1.0,0.218888147,0.06360037,inf,3.973972603,36.8277832,-0.066111253,13745,57.31730754
1151,1352,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1775D301_20200403_OH01_DG06_2_15.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\1775D301_20200403_OH01_DG06_2_15_torchvision.jpg,22.00911515,0.89116013,22.544548,0.891024138,1,-1.0,0.39612037,0.008766866,0.177215003,0.965300881,6.107879639,0.88590543,129332,38.91785278
1152,263,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2174X932_811.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\7815_2174X932_811_torchvision.jpg,16.60806895,0.90222543,23.90117,0.859152986,1,-1.0,0.395978254,0.006522805,-0.149507867,2.166053082,22.33013916,0.056195957,76955,77.34001872
1153,2265,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_23684192_377.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_23684192_377_torchvision.jpg,11.52209425,0.15296556,69.47793,0.703708938,0,-1.0,0.023069552,0.030950205,inf,4.293566536,45.6690979,-0.019869539,3085,57.58234863
1154,2815,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1775D301_20200403_OH01_DG06_2_20.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\1775D301_20200403_OH01_DG06_2_20_torchvision.jpg,14.17488141,0.86576295,35.935455,0.760419517,1,-1.0,0.335097904,0.015383293,0.427641308,1.410665362,33.07874146,0.671435426,106744,88.05562744
1155,2497,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2273C951_843.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\7815_2273C951_843_torchvision.jpg,20.49830151,0.767215,30.666769,0.912763023,1,-1.0,0.370792817,0.034845583,0.789676202,0.119795744,10.04265747,0.358289599,74968,13.01854248
1156,3296,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2364W003_359.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2364W003_359_torchvision.jpg,14.85344102,0.8525655,27.456882,0.756833302,1,-1.0,0.370837701,0.038546305,0.800236699,0.774516879,32.4701355,0.232794797,79423,71.92865194
1157,1093,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2074H422_746.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\7815_2074H422_746_torchvision.jpg,9.696877519,0.28979787,80.507774,0.504217634,0,-1.0,0.192683724,0.050107412,0.346139193,7.353944472,65.33374023,-0.05411747,35384,107.173999
1158,3688,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1673F901_626.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\7815_1673F901_626_torchvision.jpg,14.96928971,0.45351568,51.54292,0.810675011,0,-1.0,0.257296754,0.016186817,-0.150400143,1.673134785,34.40877686,0.004360367,30147,106.7422424
1159,1193,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2175Q441_819.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\7815_2175Q441_819_torchvision.jpg,17.55232775,0.8956024,14.71272,0.911939208,1,-1.0,0.382453204,0.019227792,1.37640028,0.655687378,16.77219849,0.250710205,54119,55.91704915
1160,604,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2180D691_240.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2180D691_240_torchvision.jpg,17.45567813,0.90342504,13.569529,0.919047813,1,-1.0,0.409923161,0.007505974,2.557597659,0.362188112,31.31040039,-0.088756366,28530,14.77532756
1161,1362,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2074H233_745.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\7815_2074H233_745_torchvision.jpg,9.670668586,0.50051713,61.584118,0.680016437,0,-1.0,0.321534036,0.041716967,1.098994196,2.932491438,49.64750366,0.421395466,69381,86.68742676
1162,230,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1871P741_668.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\7815_1871P741_668_torchvision.jpg,18.93987662,0.67155504,60.552025,0.827862378,1,-1.0,0.315681507,0.014110686,0.307864322,0.475837818,5.735583496,0.66049793,112548,24.43094686
1163,662,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2176P921_833.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\7815_2176P921_833_torchvision.jpg,15.17086929,0.7859215,22.266533,0.886846084,1,-1.0,0.281445404,0.018068654,inf,0.359063112,22.42640381,0.009643847,22938,56.04650269
1164,3638,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4592_7998A981_594.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4592_7998A981_594_torchvision.jpg,25.19292033,0.9040694,11.5666275,0.952898252,1,-1.0,0.445124,0.019226095,-0.044397604,0.516389432,8.839862061,0.076623842,30187,63.23487549
1165,2006,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2274E063_296.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2274E063_296_torchvision.jpg,12.71731716,0.49141333,79.21637,0.614529069,0,-1.0,0.210925141,0.056506176,inf,4.416523973,33.67470093,0.416685071,89162,48.17572021
1166,1614,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2175S483_827.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\7815_2175S483_827_torchvision.jpg,22.75666572,0.8961844,27.32342,0.856056384,1,-1.0,0.431734525,0.023977034,0.61883405,1.155626223,8.557885742,0.276726942,98647,57.78970337
1167,2321,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_23684192_377.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_23684192_377_torchvision.jpg,16.04588024,0.6430392,40.81414,0.851212253,0,-1.0,0.335332488,0.035549246,0.153940277,1.683531067,13.81575317,0.055038837,34245,23.91351318
1168,975,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1974X311_697.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\7815_1974X311_697_torchvision.jpg,21.98335846,0.91028875,23.79216,0.887232554,1,-1.0,0.43320702,0.044022158,inf,0.132968444,9.621954346,0.514205018,111610,14.92306722
1169,3330,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2369H471_384.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2369H471_384_torchvision.jpg,24.25582404,0.92970407,9.130895,0.951122845,1,-1.0,0.446393788,0.008708117,1.86460462,0.024376223,8.37298584,0.339886892,46341,19.62512614
1170,1377,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1472G501_601.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\7815_1472G501_601_torchvision.jpg,13.7057403,0.2807242,177.42294,0.544524178,0,-1.0,0.121643094,0.07091883,0.684116844,7.386270793,17.37982788,0.60605058,79018,28.40302531
1171,2220,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2176W421_228.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_2176W421_228_torchvision.jpg,12.00109148,0.65826863,89.48305,0.622637143,0,-1.0,0.335372957,0.048944913,0.222935478,3.655130871,45.80772095,0.797781184,106064,79.98440959
1172,322,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2266B001_245.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2266B001_245_torchvision.jpg,16.41750522,0.8314601,17.787617,0.893268467,1,-1.0,0.398197957,0.010019402,-0.133872806,0.232754403,21.7397644,0.43882832,64519,79.39574178
1173,3600,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2973C141_567.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\4520_2973C141_567_torchvision.jpg,13.81402625,0.7284719,47.81965,0.761600756,1,-1.0,0.394800961,0.054120574,1.423485779,1.304562133,33.63510132,0.090608324,57622,71.35971273
1174,3303,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2366D551_365.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_2366D551_365_torchvision.jpg,16.08716702,0.7519096,60.509644,0.827192617,1,-1.0,0.346419421,0.025163542,inf,1.59202544,19.94631958,0.365367298,92686,15.006309
1175,3338,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2370F141_388.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2370F141_388_torchvision.jpg,17.46475011,0.8588808,11.364035,0.90324021,1,-1.0,0.482275422,0.014693559,0.060346784,1.075923434,22.62768555,0.071123386,34561,85.55467936
1176,586,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2075Z801_773.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\7815_2075Z801_773_torchvision.jpg,13.33625276,0.73955166,56.27697,0.780320868,1,-1.0,0.34608574,0.046177335,inf,0.75831091,32.19445801,0.657496849,89379,20.91853231
1177,2779,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1674Z011_20200416_OH01_DG06_2_14.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\1674Z011_20200416_OH01_DG06_2_14_torchvision.jpg,15.92826761,0.8567745,25.881863,0.852560954,1,-1.0,0.435685832,0.015776463,0.593583972,1.555956458,22.63234863,0.384999355,93948,16.58510132
1178,2075,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2168Q751_215.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2168Q751_215_torchvision.jpg,14.72222013,0.49555984,56.38491,0.782574027,0,-1.0,0.16606263,0.044472627,1.400298081,1.896801614,22.37374878,0.138351137,60667,48.24456991
1179,1852,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074P713_20200513_OH01_DG06_2_31.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\2074P713_20200513_OH01_DG06_2_31_torchvision.jpg,15.98868082,0.8632379,16.929615,0.894857529,1,-1.0,0.396038468,0.005791313,1.29552137,0.59215998,23.86014404,0.3391545,60029,66.76457926
1180,2955,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074P351_20200512_OH01_DG06_2_5.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\2074P351_20200512_OH01_DG06_2_5_torchvision.jpg,30.71323735,0.9089943,7.955037,0.967611027,1,-1.0,0.520121804,0.002421174,0.012439725,0.109980431,2.084106445,0.052930729,33786,12.62788086
1181,2272,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1874H961_673.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\7815_1874H961_673_torchvision.jpg,9.636754997,0.06433369,48.10658,0.096009639,0,-1.0,0.013739136,0.058229502,inf,19.81340509,35.86524658,-0.000302262,108386,34.01751912
1182,3822,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1973W411_694.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\7815_1973W411_694_torchvision.jpg,23.833633,0.92503875,7.7750716,0.947151425,1,-1.0,0.543430534,0.003881888,0.697304345,0.47307363,8.585064697,0.581430181,82570,58.16778564
1183,1654,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2377G914_435.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2377G914_435_torchvision.jpg,21.81430141,0.87163615,13.570801,0.927952386,1,-1.0,0.44725886,0.01203577,1.784767883,0.231305039,15.95495605,0.19522735,43446,28.92990112
1184,2736,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2371D341_392.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2371D341_392_torchvision.jpg,11.18787341,0.19664328,93.492256,0.505616866,0,-1.0,0.099414978,0.080394454,0.112759749,6.686240215,51.28624878,-0.081362859,31413,97.73985189
1185,3032,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_1680Z272_183.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\4520_1680Z272_183_torchvision.jpg,15.61583771,0.85675216,24.46557,0.845796407,1,-1.0,0.474698756,0.021242268,1.470387253,0.820969912,28.48832397,0.107788365,50941,90.11038615
